agent,condition,run_number,scope,slot_id,package,ecosystem,outcome,bomly_still_flagged,second_scanner_still_flagged,build_ok,wall_seconds,timeout,turns,tool_calls,mcp_calls,input_tokens,output_tokens,cache_read_tokens,cost_usd,mcp_tool_error_count,regression_count,unrelated_changes_flag
claude,bare,4,all,S8,pyjwt,pypi,FIXED,False,False,True,349.07,False,61,60,0,95,23597,3233617,1.8025321000000003,6,0,False
claude,bare,4,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,FIXED,False,False,True,349.07,False,61,60,0,95,23597,3233617,1.8025321000000003,6,0,False
claude,bare,4,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,349.07,False,61,60,0,95,23597,3233617,1.8025321000000003,6,0,False
claude,mcp,1,all,S1,axios,npm,FIXED,False,False,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,1,all,S2,jsonwebtoken,npm,FIXED,False,False,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,1,all,S3,tough-cookie,npm,CORRECTLY_DECLINED,True,True,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,1,all,S4,path-to-regexp,npm,FIXED,False,False,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,1,all,S7,lodash,npm,FIXED,False,False,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,1,all,S5,urllib3,pypi,NOT_ATTEMPTED,False,True,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,1,all,S6,ecdsa,pypi,NOT_ATTEMPTED,False,True,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,1,all,S8,pyjwt,pypi,NOT_ATTEMPTED,False,True,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,1,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,HALLUCINATED,False,True,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,1,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,470.46,False,77,76,20,87,32203,5397152,3.1413346,1,0,False
claude,mcp,2,all,S1,axios,npm,FIXED,False,False,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,2,all,S2,jsonwebtoken,npm,FIXED,False,False,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,2,all,S3,tough-cookie,npm,FIXED,False,False,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,2,all,S4,path-to-regexp,npm,FIXED,False,False,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,2,all,S7,lodash,npm,FIXED,False,False,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,2,all,S5,urllib3,pypi,NOT_ATTEMPTED,False,True,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,2,all,S6,ecdsa,pypi,NOT_ATTEMPTED,False,True,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,2,all,S8,pyjwt,pypi,NOT_ATTEMPTED,False,True,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,2,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,NOT_ATTEMPTED,True,True,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,2,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,379.11,False,74,73,21,99,23774,6143072,3.2605576,3,0,False
claude,mcp,3,all,S1,axios,npm,FIXED,False,False,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,3,all,S2,jsonwebtoken,npm,FIXED,False,False,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,3,all,S3,tough-cookie,npm,HALLUCINATED,True,True,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,3,all,S4,path-to-regexp,npm,FIXED,False,False,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,3,all,S7,lodash,npm,FIXED,False,False,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,3,all,S5,urllib3,pypi,FIXED,False,False,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,3,all,S6,ecdsa,pypi,CORRECTLY_DECLINED,True,True,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,3,all,S8,pyjwt,pypi,FIXED,False,False,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,3,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,FIXED,False,False,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,3,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,623.89,False,94,93,13,155,42497,8007473,4.1300329,3,0,False
claude,mcp,4,all,S1,axios,npm,FIXED,False,False,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
claude,mcp,4,all,S2,jsonwebtoken,npm,FIXED,False,False,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
claude,mcp,4,all,S3,tough-cookie,npm,FIXED,False,False,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
claude,mcp,4,all,S4,path-to-regexp,npm,FIXED,False,False,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
claude,mcp,4,all,S7,lodash,npm,FIXED,False,False,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
claude,mcp,4,all,S5,urllib3,pypi,FIXED,False,False,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
claude,mcp,4,all,S6,ecdsa,pypi,CORRECTLY_DECLINED,True,True,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
claude,mcp,4,all,S8,pyjwt,pypi,FIXED,False,False,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
claude,mcp,4,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,FIXED,False,False,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
claude,mcp,4,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,494.53,False,85,84,8,117,31811,5414917,2.826978099999999,4,0,False
codex,bare,1,all,S1,axios,npm,FIXED,False,False,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,1,all,S2,jsonwebtoken,npm,FIXED,False,False,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,1,all,S3,tough-cookie,npm,FIXED,False,False,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,1,all,S4,path-to-regexp,npm,FIXED,False,False,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,1,all,S7,lodash,npm,FIXED,False,False,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,1,all,S5,urllib3,pypi,FIXED,False,False,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,1,all,S6,ecdsa,pypi,NOT_ATTEMPTED,False,True,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,1,all,S8,pyjwt,pypi,FIXED,False,False,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,1,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,HALLUCINATED,False,True,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,1,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,291.57,False,1,47,0,1633287,11873,1514368,,0,0,False
codex,bare,2,all,S1,axios,npm,FIXED,False,False,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,2,all,S2,jsonwebtoken,npm,FIXED,False,False,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,2,all,S3,tough-cookie,npm,FIXED,False,False,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,2,all,S4,path-to-regexp,npm,FIXED,False,False,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,2,all,S7,lodash,npm,FIXED,False,False,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,2,all,S5,urllib3,pypi,FIXED,False,False,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,2,all,S6,ecdsa,pypi,NOT_ATTEMPTED,False,True,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,2,all,S8,pyjwt,pypi,FIXED,False,False,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,2,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,CORRECTLY_DECLINED,False,True,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,2,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,426.76,False,1,47,0,2394270,10780,2190464,,0,0,False
codex,bare,3,all,S1,axios,npm,FIXED,False,False,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,3,all,S2,jsonwebtoken,npm,FIXED,False,False,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,3,all,S3,tough-cookie,npm,FIXED,False,False,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,3,all,S4,path-to-regexp,npm,FIXED,False,False,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,3,all,S7,lodash,npm,FIXED,False,False,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,3,all,S5,urllib3,pypi,FIXED,False,False,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,3,all,S6,ecdsa,pypi,CORRECTLY_DECLINED,True,True,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,3,all,S8,pyjwt,pypi,FIXED,False,False,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,3,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,FIXED,False,False,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,3,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,288.6,False,1,43,0,1168842,10684,1080320,,0,0,False
codex,bare,4,all,S1,axios,npm,FIXED,False,False,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,bare,4,all,S2,jsonwebtoken,npm,FIXED,False,False,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,bare,4,all,S3,tough-cookie,npm,FIXED,False,False,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,bare,4,all,S4,path-to-regexp,npm,FIXED,False,False,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,bare,4,all,S7,lodash,npm,FIXED,False,False,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,bare,4,all,S5,urllib3,pypi,FIXED,False,False,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,bare,4,all,S6,ecdsa,pypi,CORRECTLY_DECLINED,True,True,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,bare,4,all,S8,pyjwt,pypi,FIXED,False,False,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,bare,4,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,FIXED,False,False,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,bare,4,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,259.55,False,1,43,0,1324788,10482,1217024,,0,0,False
codex,mcp,1,all,S1,axios,npm,FIXED,False,False,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,1,all,S2,jsonwebtoken,npm,FIXED,False,False,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,1,all,S3,tough-cookie,npm,FIXED,False,False,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,1,all,S4,path-to-regexp,npm,FIXED,False,False,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,1,all,S7,lodash,npm,FIXED,False,False,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,1,all,S5,urllib3,pypi,NOT_ATTEMPTED,False,True,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,1,all,S6,ecdsa,pypi,NOT_ATTEMPTED,False,True,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,1,all,S8,pyjwt,pypi,NOT_ATTEMPTED,False,True,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,1,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,CORRECTLY_DECLINED,False,True,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,1,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,296.29,False,1,54,20,3038226,9382,2846336,,0,0,False
codex,mcp,2,all,S1,axios,npm,FIXED,False,False,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,2,all,S2,jsonwebtoken,npm,FIXED,False,False,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,2,all,S3,tough-cookie,npm,FIXED,False,False,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,2,all,S4,path-to-regexp,npm,FIXED,False,False,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,2,all,S7,lodash,npm,FIXED,False,False,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,2,all,S5,urllib3,pypi,FIXED,False,False,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,2,all,S6,ecdsa,pypi,NOT_ATTEMPTED,False,True,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,2,all,S8,pyjwt,pypi,FIXED,False,False,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,2,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,CORRECTLY_DECLINED,True,True,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,2,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,287.1,False,1,44,11,2017122,9636,1844864,,0,0,False
codex,mcp,3,all,S1,axios,npm,FIXED,False,False,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,3,all,S2,jsonwebtoken,npm,FIXED,False,False,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,3,all,S3,tough-cookie,npm,FIXED,False,False,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,3,all,S4,path-to-regexp,npm,FIXED,False,False,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,3,all,S7,lodash,npm,FIXED,False,False,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,3,all,S5,urllib3,pypi,FIXED,False,False,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,3,all,S6,ecdsa,pypi,CORRECTLY_DECLINED,True,True,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,3,all,S8,pyjwt,pypi,FIXED,False,False,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,3,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,FIXED,False,False,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,3,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,325.95,False,1,58,28,3875146,10040,3637248,,0,0,False
codex,mcp,4,all,S1,axios,npm,FIXED,False,False,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
codex,mcp,4,all,S2,jsonwebtoken,npm,FIXED,False,False,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
codex,mcp,4,all,S3,tough-cookie,npm,FIXED,False,False,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
codex,mcp,4,all,S4,path-to-regexp,npm,FIXED,False,False,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
codex,mcp,4,all,S7,lodash,npm,FIXED,False,False,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
codex,mcp,4,all,S5,urllib3,pypi,FIXED,False,False,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
codex,mcp,4,all,S6,ecdsa,pypi,CORRECTLY_DECLINED,True,True,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
codex,mcp,4,all,S8,pyjwt,pypi,FIXED,False,False,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
codex,mcp,4,all,S9,com.fasterxml.jackson.core:jackson-databind,maven,FIXED,False,False,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
codex,mcp,4,all,S10,org.apache.commons:commons-text,maven,FIXED,False,False,True,350.54,False,1,43,14,2203093,12051,2072960,,0,0,False
